product_title,rating,summary,review,sentiment
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Fabulous!,Nice,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Wonderful,Osm product,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Wonderful,Just awesome just get it.ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’,Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,very nice product.. very smooth base and clarity also good which is best for our ears.. Thanx flipkart,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Fabulous!,Great product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ must buy.. fantastic bass .. but cost whould be high,Positive
BoAt BassHeads 100 Wired Headset,5,Great product,"""The product was good enough Sound quality is awesome",Positive
BoAt BassHeads 100 Wired Headset,5,Great product,Nice built quality good vocals and super bass... Nice buy for the price,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Must buy!,"""Awesome battery backup for 15 hour continuouslyBuild quality is greatAnd call quality is superIn can be used continuously for whole dayAnd sound quality is better then other competitors in market.Worth to spend a little more money on this then Realme and Xiaomi.And the best bart is i mainly use it for PUBG.But i have Oneplus 7 Pro so that could be the reason also",Positive
realme Buds Q Bluetooth Headset,5,Wonderful,The Realme buds are so unique and the quality is just great. Must buy.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Superbb neckband in this price and,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"""It's definitely worth. But it's not a basshead earphones",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Using since one month excellent sound n bass quality with good battery backup,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,4,Pretty good,No doubt this neckband was a beast but reason for giving 4 star is sometimes when I use microphone during games it doesn't work properly my teammates didn't hear me properly BTW it's good choice for me only I face sometimes microphone issue.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Perfect product!,Much awaited variant....i just wait for 4months for this mint variant.. really happy after buying this,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,"""Pretty Happy with the Bass and Lowest price range.Actually it is far better than the higher version of rockers itself in the design aspect.also it offers a decent sound quality.Don't compare it with headphones of 2k price range.If you are not happy in spending more than 1k then go for it.It delivers good sound quality in voice calling also",Positive
realme Buds 2 Wired Headset,5,Best in price,"""This review is being posted after 6 months of extensive usage",Positive
BoAt BassHeads 100 Wired Headset,5,Just wow!,Must buy. It has a very clear sound quality and its microphone is awesome for phone calls. very lightweight. fully satisfied with the service.,Positive
realme Buds Wireless Bluetooth Headset,5,Awesome,"""Ultimately this is the real Bluetooth headphone",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Just wow!,Awesome product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Worth every penny,I loved it. It is worth buying. Nothing can be better in this price.fits well.battery backup is superb.Go for itÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt BassHeads 100 Wired Headset,4,Pretty good,"""I'm Gifted this Product to My Cute Hus .. He is really Loved it ÃƒÂ¢Ã¢Â„Â¢Ã‚Â¥  low bass ",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Awesome,good,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,"""This is my second order for same item",Positive
BoAt BassHeads 100 Wired Headset,4,Good quality product,"""For the price bass is good",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Design looks good and comfortableSound quality is average compare boat 255Bass was goodNo add on ear budsNoise cancellation is okay.in traffic is not goodBuild quality is goodEar buds are not comfortable its was medium size it should be small and big buds as addonsCharge cable is tooo smallOverall rating 3.5/5,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Great product,"""Everything is fine",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,SUPERB PRODUCT,Positive
realme Buds Q Bluetooth Headset,5,Great product,"""Best noise cancelling buds for this priceEven though it has no noise cancelling!It's pretty good and bass is awesome and sound quality is also good",Positive
BoAt BassHeads 100 Wired Headset,5,Must buy!,It's a good product. Has a decent bass and support one button playback and even Google Assistant. One button playback works on YouTube too!!,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Mind-blowing purchase,Good. And well behaved delivery boy,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Wonderful,Best item and best quality,Positive
realme Buds Q Bluetooth Headset,5,Mind-blowing purchase,I got it for 1499. Very good product for that price range. realme link app is not supported for my samsung galaxy s7 mobile. But realme link app is working good in my samsung M20 mobile.,Positive
realme Buds Wireless Bluetooth Headset,5,Perfect product!,"""Delivered in just two days. Thank you Flipkart! :)Battery backup is too good. (10 hrs)I bought it for pubg",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Super,Positive
BoAt BassHeads 100 Wired Headset,5,Perfect product!,very good product . satisfied with it. good sounds quality. and very good while gymming. Worth it.,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Classy product,LovelyHighly recommended,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,First of all the Delivery boy is a good guy. Nice receive and responce. Product is super. Packing also good.  I fell Red color is not sufficient for me. Otherwise totally awesome product. Delivery is too long. Iam taking one week after booking. Thankyou flipcart and boat 235v2 also.,Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,Superb earphone i like it.... and the sound is just awsome....  ye earphone apple k earphone ko competition de dega.....  Not better than apple earphone... but km v nai hai apple k earphone se....,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Excellent,Good product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt BassHeads 100 Wired Headset,4,Worth the money,Color is so pretty. Girly earphone. And durable. I have order it again as i used boat earphone black coloured for 1year and itÃƒÂ¢Ã¢Â‚Â¬Ã¢Â„Â¢s still so good and I gifted that to my mom and ordered again this pink coloured boat earphone. Its so good. Worth the price. Just go for it. ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,i have ordered 2 headset reallyyyy awesome highly recommended for all good quality great supporting ear bud bass was veryyyy nyc,Positive
realme Buds Wireless Bluetooth Headset,5,Perfect product!,Very very good headphones.Go for it.,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Mind-blowing purchase,EXCELLANT,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,Un expected compare to other wireless on this range,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Review after 24 hrs ..batery is awsome..in 5hrs at 60 %volume battery discharges 80 to jst60 %.sound is  awesome.. Body nd wire is weak ..but att 514 is gud ..value for ur money,Positive
realme Buds Wireless Bluetooth Headset,5,Highly recommended,nice sound qualityvalue for moneynice product with outstanding performance and connectivity.battery backup is pretty awesome.,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Nice product ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Super!,Very nice product and clean package.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Value-for-money,"""After",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Brilliant,It's awesome...Thank u oneplus ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚ÂThanks flipcart for super fast Delivery ÃƒÂ°Ã…Â¸Ã…Â¡Ã…Â¡ ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
realme Buds Q Bluetooth Headset,5,Super!,Great product ! Go for it without a doubt,Positive
realme Buds 2 Wired Headset,4,Really Nice,Great product at this price range with good overall sound quality. Go for it if u are in a tight budget it's worth itÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,good quality,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Great product,Really good product very happy with it,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Excellent,This product is too much  good. It's really osam product,Positive
realme Buds 2 Wired Headset,5,Must buy!,Value for money.... sounds quality is awesome ...and especially the quality of bass is fabulous ...and also the bilt quality is good ....,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Excellent,Good,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Fabulous!,"""Super product.Oneplus really did the best job in this segmentBass is quite superb.The only major issue is the loudness of product",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific,Awesome product. No extra bass. So it is not best for bass lover but loud enough. Good for work. Grip and build quality also very nice. I got 14 hours playback time in full charged.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Value-for-money,"""Amazing headset at such an awesome price. Internationally its priced $49 dollars which converts to Rs 3",Positive
realme Buds 2 Wired Headset,5,Awesome,The best product from the filpkart as earphone and best value for money and outstanding performance with powerful bass and clear audio and awesome product,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Delightful,Overall good productBut bass is less Ultimate battery backup,Positive
realme Buds Wireless Bluetooth Headset,5,Wonderful,I am giving this review after 14 days of rigorous use.Sound quality 10/10 (better than one plus z)Build quality.    9/10. (slightly lower than one+ z)Bass.               10/ 10 ( better than one+ z)Battery              7/10.  (One+ z is far ahead)All these rating are based on all earphones below 2000( wireless). If u r a corporate person and had to attend a large no. Of calls go for one plus z If u r sound lover person realms buds are a leap aheadPros- real me are great in its own wa...,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Must buy!,Excellent product....,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific purchase,"""Not the best",Positive
realme Buds 2 Wired Headset,5,Highly recommended,"""This is very Affordable In terms of Price",Positive
realme Buds 2 Wired Headset,5,Great product,"""Realme makes good earphones than MI. Everything is nice ",Positive
realme Buds 2 Wired Headset,4,Good choice,PLZ NOTE!!If you're having Android 10 device then you will face a problem with increasing the volume via earphone buttons. I'm having Moto one power and when increasing the volume via the earphone buttons google assistant is popping up everytime...other functionality are working well.I think the buttons aren't compatible with Android 10 and also in Windows 10 the total button functionality can't be used.It's the best in this price.The boat 220/225 earphone just has a little more loudness an...,Positive
realme Buds Wireless Bluetooth Headset,5,Awesome,superb earphone...,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Highly recommended,BASS AND SOUND IS SO LOUD AND LOVELYBEST quality IN THIS PRICE,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,Great Wireless headset from OnePlus! Just Wow! Just go for it. Bass is super great. Super audio at budget friendly price.,Positive
realme Buds 2 Wired Headset,4,Delightful,"""What Better Can you expect than this in this Budget ??Bought it at 599/- from Flipkart and i have no doubt that it has best build quality i have ever seen in any Earpiece...Button Works best with Good Mic quality...If you want something best in this budget",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Great product,Fantastic product,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,I am very happy to buy this product at this range good batter life about 20hours. Good sound quality and low latency mode better performance in all good bass is also good not best overall good product at this range,Positive
realme Buds Wireless Bluetooth Headset,5,Worth every penny,"""Rating:4.75/5.    Excellent Value for money!!Comfort and Build Quality: 5/5Build quality is the best in this price range. I am writing after having also used OnePlus bullets Z",Positive
realme Buds Q Bluetooth Headset,5,Brilliant,Super,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,Fantastic product from Oneplus with superb on time delivery even during lock down time by flipkart. This bluetooth ear phones are very comfortable even for long time calls and has pretty clear and good music play back. The best part it sits in ear so nicely that you don't feel you have something even after lot of time.,Positive
BoAt BassHeads 100 Wired Headset,5,Great product,Great pair of headphones very light and easy to carry thanks to the velcro attached. Sound quality is good bass is average but according to the price very good good and comfortable in the ears.,Positive
BoAt BassHeads 100 Wired Headset,4,Good quality product,Sound and bass quality is incredible ...but I think it's built quality should be better . It's wire   s are very thin . Look also not much good .,Positive
realme Buds 2 Wired Headset,5,Brilliant,"""Realme rma155 vs boat 225 vs senhieser 180I have used all of them for 2 year boat ",Positive
realme Buds Q Bluetooth Headset,5,Perfect product!,I really love this product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,Nice,Positive
realme Buds Q Bluetooth Headset,5,Brilliant,Good,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Just wow!,I like it,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Highly recommended,Nice,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Awesome,BoAt is awesome I am use boAt 228 wired earphoneAfter I was parched boAt 235v2 bluetooth headset Shortly i say best performance only boAt company earphones.Hum to diwane ho gayeAap bhi ho jaaaaaooo.....Best for movieBest for ultra hd soundBest for gaming (PUBG LOVERS)ÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ¢Ã‹ÂœÃ‚ÂºÃƒÂ¯Ã‚Â¸Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Just wow!,Nice,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific,Very good product,Positive
BoAt BassHeads 100 Wired Headset,5,Fabulous!,"""excellent product within this range.I bought this earphone a few months back and I am using this product. I can surely say that with this price I got one of the best earphone. Sound quality is very good and bass is also good. Clarity of the sound is so impressive. Finally one word",Positive
realme Buds Q Bluetooth Headset,5,Simply awesome,Nice product. Battery backup is good.  I have experienced a problem sometimes it suddenly stops working...And after 5 sec it will again starts .,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"""Best bluetooth headset in terms of bass",Positive
BoAt BassHeads 100 Wired Headset,5,Awesome,giving this review after using for more than 5 months...very good product...build qualtiy is also very good...this is the only headphone which lasted so long...its wire qualtiy and ear buds qualtiy is also good cuz of which i would say this is the best headphone ryt now in the market!!!,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Delightful,Top quality and comfortable. music quality is clear and loud. But there is no bass. If you like bass go for realme.,Positive
BoAt BassHeads 100 Wired Headset,4,Value-for-money,"""This earphones are recommended by mePros1. Very good sound quality",Positive
realme Buds 2 Wired Headset,5,Fabulous!,awesome product  sound clarity is  good and base  also good ... ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚Â,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Classy product,I like this so muchThank you Flipkart,Positive
realme Buds Q Bluetooth Headset,5,Just wow!,One disadvantages background noise issue,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Sound quality  awasame  bass very good ..,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Awesome,Really worth the price and superb quality of OnePlus,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Terrific purchase,Awesome product and got the delivery within2 days..thank you so much flipkart..,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Best in the market!,Best Product In Best Price.,Positive
realme Buds Q Bluetooth Headset,4,Value-for-money,Sound quality is enough in this price range.But battery bacup is worst. I suggest think cearfully then buy it.,Positive
BoAt BassHeads 100 Wired Headset,5,Just wow!,Very nice product in this range i will prefer you to go for it i am very much satisfied with the boat bassheads i am in love with these now i like listening to music more than ever before preety good earphones,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Brilliant,Just one word.  Excellent,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Pretty good,"""You will get Bass lower than JBL endurance (1100-1300 rs one) ",Positive
realme Buds Wireless Bluetooth Headset,5,Worth every penny,Very good product,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Worth every penny,Good soundBass very goodBattery backup super 10 hours,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,4,Delightful,"""I am reviewing after a week of usage.1. Build quality is great I really like it.2. Battery backup is really awesome got a good battery backup it lasted me for more than two days. Also",Positive
realme Buds 2 Wired Headset,5,Just wow!,"""Guys it is really a fabulous earphones at this price range .. I've using this for the past 3 months and i hav to say",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Wonderful,Everything good i order same product just because of quality and backup and best fitting everything is nice and also good sound quality in this budget thanks flipkart,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Wonderful,"""Wow flip cart super fast service like  express speed delivery I order 11 am delivery At 5pm I am very happy",Positive
realme Buds 2 Wired Headset,5,Great product,Perfectly balanced sound quality Go for it,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Really Nice,Not Bad,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,Worth for penny,Positive
realme Buds Q Bluetooth Headset,5,Fabulous!,Good for this price. And awesome sound quality and call Connectivity,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Good choice,Build quality is not goodSound is superbBass is goodOverall good,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Just wow!,Amazing,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Worth the money,Bass is not upto the mark. Sound quality is excellent. Cryastal clear sound. Boat should improve the bass quality in this airdopes. Boats other headphones having best bass .overall it's good and value for money.,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Wonderful,"""Superb product",Positive
realme Buds Wireless Bluetooth Headset,5,Excellent,"""Best Earphones for Gym and Sports",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Good product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Worth the money,Delivery of product in one day and product quality also good I loved it thank Flipkart for ur commitment delivered in one day,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Worth every penny,I got it for 1299rs superb bass. Nice built quality. Tq flipkart,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific purchase,1 once try it's ok,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Worth every penny,Best quality,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Fabulous!,Nice,Positive
BoAt Airdopes 131 Bluetooth Headset,4,Very Good,Give a like Boat lover's,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Perfect product!,Osm product,Positive
realme Buds 2 Wired Headset,4,Delightful,it's really amazing and it's sound quality is perfectly alright . IAM pubg player so it's a better option for me because by the help of this I listen the footstep sound of enemys in pubg,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Nice product,"""It's bang for your buck ",Positive
BoAt Airdopes 131 Bluetooth Headset,4,Very Good,Not that great sound quality..but still at this price point u won't get any btr product then this.....go for it! ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã‚ÂÃƒÂ°Ã…Â¸Ã‚ÂÃ‚Â»,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Just wow!,Super,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,The earphone ticks all the boxes. But what really sets it apart is its surprisingly clear clarity specially the vocals which are top notch. All the sounds are very discernible which makes it all the more pleasant.,Positive
realme Buds Wireless Bluetooth Headset,4,Good choice,"""Best in this price range. Awesome sound quality and bass is also good as per the  price. Build quality awesome. Battery backup insane.... 10-12 hours and supports fast charging too",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Very Good,"""Excellent quality product. Comparing to oriamo bass is little bit less. But battery backup is good",Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Highly recommended,Great product with affordable price,Positive
realme Buds Wireless Bluetooth Headset,5,Simply awesome,Good Bass Good battery backup Good connectivity,Positive
BoAt BassHeads 100 Wired Headset,5,Brilliant,"""The quality is really good",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,"""If you have Fast charger 18 watt like poco f1 or Samsung S6",Positive
realme Buds Q Bluetooth Headset,5,Wonderful,Over-all total value for money except touch response,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Terrific,Nice,Positive
BoAt BassHeads 100 Wired Headset,5,Wonderful,very good earphone.... Got @ 349 ... 12 hour fast delivery .. Amazing super fast delivery ....Thanks Flipkart,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,"""Totally worth it! Excellent battery backup as well as excellent range. """"One plus"""" - the name's enough""",Positive
BoAt BassHeads 100 Wired Headset,5,Perfect product!,sound is really good the bass is awesome and it fits well in your ears worth buying it,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Delightful,Superb product,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Just wow!,"""Long battery life",Positive
realme Buds Q Bluetooth Headset,4,Pretty good,Awesome superb,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Simply awesome,I am using this edition from last 15 days this is awesome ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ÃƒÂ°Ã…Â¸Ã¢Â€Â˜Ã…Â’ bettary backup and sound is best...... And calling mic is also good.....when i charge 10min i can use this 9 hour regular,Positive
BoAt BassHeads 100 Wired Headset,4,Delightful,All Good but the bass is too low I suggest you to buy for this super smooth bass and sound quality.If you are a bass lover than upgrade to boat next level I.e price of 549 to 600.If you a smooth sound lover than this headphone is for you but if you are high bass lover than stay way.It provides you a minimum bass but a high pitch sound quality where you sometimes forgot that there was a headphone/earphone is your ear.Thank you.Love From Anik,Positive
BoAt BassHeads 100 Wired Headset,5,Best in the market!,I cant believe the price and the sound and quality of this product.. Actually i m boat lover always.. This is my 3rd one.... I have already rokerzz 255 pro.. Basshead 220..but u cant believe this the sound of this price range.. 1st i compaired betwwen rokerzz255 pro vs this one.. I was shocked...... Then i realize that both r gd..but The 255 pro much better.. Oviously bcz of price dfrns.. this is amezing quality and amezing sound..... I love this family... 400 rs.. Just speechless fav hdph......,Positive
realme Buds Wireless Bluetooth Headset,4,Good quality product,Good quality and sound is super sometimes not sound . LFS RTS magnetic attached . Ear bud remove the separate buds  next connected the continuous working fine ...so wireless is very good,Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Awesome,"""Excellent",Positive
realme Buds 2 Wired Headset,5,Awesome,"""Hands down",Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Highly recommended,Close your eyes and buy it.......,Positive
BoAt Airdopes 131 Bluetooth Headset,5,Awesome,Great product,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Simply awesome,Excellent product,Positive
realme Buds Wireless Bluetooth Headset,5,Must buy!,"""The Way RealMe Has Made These Wireless Headset Is PERFECT!!!!! Only Minor Thing Is BASS is Normal And Is Suited For Everyone ....except For High BASS lovers!!!!The Controls & Quality Is All PREMIUM!!!!!!The Thing I Liked Was That Even If You Wear It ....You Will Not Feel Anything on your NECK!!! So Premium Quality It Is!!!Calling Has No LAG issues",Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Excellent,Nice & I love this product sounds quality is superb and nice design,Positive
realme Buds Wireless Bluetooth Headset,5,Fabulous!,Amazing,Positive
realme Buds Q Bluetooth Headset,4,Pretty good,Gud h,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Really Nice,"""Good sound and nice build quality",Positive
BoAt BassHeads 100 Wired Headset,4,Wonderful,A good Product on this price. Good Built Quality. Useful for normal users or ordinary people. Not good for those who wish for high bass.,Positive
BoAt BassHeads 100 Wired Headset,5,Terrific purchase,sound was really good & jst  like the product & it was wonderful experince thank u flipkart,Positive
realme Buds 2 Wired Headset,4,Pretty good,It's a very cool and funky kind of ear phones and looks pretty cool to put on.  It's magnetic effect makes it more stylish. Sound and Bass quality is good but it can be more better.And Thanks to the delivery person who delivered it while it was raining. Overall it's a good product.,Positive
realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,Buds background is so large (magnet part)I don't like product but not replace and return,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,4,Pretty good,Very nice Sound goodBass super,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Mind-blowing purchase,Super,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Worth the money,Basic and economic.... Battery backup is as claimed by the company.,Positive
realme Buds Wireless Bluetooth Headset,5,Terrific,Good,Positive
realme Buds Q Bluetooth Headset,4,Value-for-money,ÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥In my experience battery backup is awesomeÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥I use 4 days without chargingÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥Best audio qualityÃƒÂ°Ã…Â¸Ã¢Â€ÂÃ‚Â¥Average bass ÃƒÂ°Ã…Â¸Ã¢Â€ÂœÃ‚Â¢While watching videos when we forward  the video make some lag for a second thats the only issue .it experience in every watching time.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,4,Delightful,Fair for the price,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Mind-blowing purchase,Excellent bass sound fit to ear perfectly best go for it..,Positive
BoAt Rockerz 235v2 with ASAP charging Version 5.0 Bluetooth Headset,5,Must buy!,Best,Positive
OnePlus Bullets Wireless Z Bass Edition Bluetooth Headset,5,Classy product,Good,Positive
realme Buds 2 Wired Headset,5,Worth every penny,"""Awesome headphones",Positive
OnePlus Bullets Wireless Z Bluetooth Headset,5,Awesome,Thank u OnePlus for making such a good earphone.The best part is is connect in no time when you receive a call or listen music.,Positive
U&I Titanic Series - Low Price Bluetooth Neckband Bluetooth Headset,5,Wonderful,Awesome product good sound,Positive
BoAt BassHeads 100 Wired Headset,5,Classy product,"""Very good product.. loved the color and sound quality ÃƒÂ¢Ã‚ÂÃ‚Â¤ÃƒÂ¯Ã‚Â¸Ã‚Â It came with extra pairs of earbuds",Positive
realme Buds Q Bluetooth Headset,5,Excellent,Superb Realme,Positive
realme Buds Wireless Bluetooth Headset,5,Excellent,Great product,Positive
